"region","cell_class","panel","gene","bin","z_pre","offset","z_post"
"MTG","Neuron","METAB","LDHA",0.45,0.019460856243998,-0.00285989128577667,0.0223207475297747
"MTG","Neuron","METAB","LDHA",0.55,-0.0244020720348581,-0.000460835684406748,-0.0239412363504514
"MTG","Neuron","METAB","LDHA",0.65,0.0295657385938016,0.00421168838256942,0.0253540502112322
"MTG","Neuron","METAB","LDHA",0.75,-0.0353219050993102,-0.00873837535305316,-0.026583529746257
"MTG","Neuron","METAB","LDHA",0.85,-0.0804320627696375,-0.00907363946783038,-0.0713584233018071
"MTG","Neuron","METAB","LDHA",0.95,-0.144168751630304,-0.0280948576737624,-0.116073893956542
"MTG","Neuron","METAB","LDHB",0.15,0.0760045244957554,0.0272832412669539,0.0487212832288015
"MTG","Neuron","METAB","LDHB",0.25,-0.0135131198738814,0.0130252377226261,-0.0265383575965075
"MTG","Neuron","METAB","LDHB",0.35,0.0464278050848998,0.0141936681136249,0.0322341369712749
"MTG","Neuron","METAB","LDHB",0.45,-0.0169246050224255,-0.00285989128577667,-0.0140647137366489
"MTG","Neuron","METAB","LDHB",0.55,0.00311192939292139,-0.000460835684406748,0.00357276507732813
"MTG","Neuron","METAB","LDHB",0.65,0.0174801878226893,0.00421168838256942,0.0132684994401198
"MTG","Neuron","METAB","LDHB",0.75,-0.00644420061606433,-0.00873837535305316,0.00229417473698883
"MTG","Neuron","METAB","LDHB",0.85,-0.0403407371724724,-0.00907363946783038,-0.0312670977046421
"MTG","Neuron","METAB","LDHB",0.95,-0.0112174256351447,-0.0280948576737624,0.0168774320386177
"MTG","Neuron","METAB","PKM",0.15,0.0784241457333122,0.0272832412669539,0.0511409044663583
"MTG","Neuron","METAB","PKM",0.25,0.0380170801986134,0.0130252377226261,0.0249918424759873
"MTG","Neuron","METAB","PKM",0.35,0.088172279087608,0.0141936681136249,0.0739786109739831
"MTG","Neuron","METAB","PKM",0.45,-0.0314914707463015,-0.00285989128577667,-0.0286315794605248
"MTG","Neuron","METAB","PKM",0.55,-0.0753381586698121,-0.000460835684406748,-0.0748773229854054
"MTG","Neuron","METAB","PKM",0.65,0.0189514437136278,0.00421168838256942,0.0147397553310584
"MTG","Neuron","METAB","PKM",0.75,-0.0302801501103317,-0.00873837535305316,-0.0215417747572786
"MTG","Neuron","METAB","PKM",0.85,-0.0378281262129357,-0.00907363946783038,-0.0287544867451053
"MTG","Neuron","METAB","PKM",0.95,-0.00439084360408458,-0.0280948576737624,0.0237040140696778
"MTG","Neuron","METAB","PFKL",0.15,-0.0343511994902281,0.0272832412669539,-0.061634440757182
"MTG","Neuron","METAB","PFKL",0.25,-0.00385283853402301,0.0130252377226261,-0.0168780762566491
"MTG","Neuron","METAB","PFKL",0.35,0.0428547335470027,0.0141936681136249,0.0286610654333778
"MTG","Neuron","METAB","PFKL",0.45,-0.0840561193626569,-0.00285989128577667,-0.0811962280768802
"MTG","Neuron","METAB","PFKL",0.55,-8.10457095465303e-05,-0.000460835684406748,0.000379789974860218
"MTG","Neuron","METAB","PFKL",0.65,0.00306504280989676,0.00421168838256942,-0.00114664557267267
"MTG","Neuron","METAB","PFKL",0.75,-0.0134884594259712,-0.00873837535305316,-0.004750084072918
"MTG","Neuron","METAB","PFKL",0.85,0.00256091976979433,-0.00907363946783038,0.0116345592376247
"MTG","Neuron","METAB","PFKL",0.95,0.0291882725377311,-0.0280948576737624,0.0572831302114935
"MTG","Neuron","METAB","PFKM",0.15,0.00641602248221912,0.0272832412669539,-0.0208672187847348
"MTG","Neuron","METAB","PFKM",0.25,0.0317697317405304,0.0130252377226261,0.0187444940179044
"MTG","Neuron","METAB","PFKM",0.35,0.0623114055954494,0.0141936681136249,0.0481177374818244
"MTG","Neuron","METAB","PFKM",0.45,-0.00989606799462576,-0.00285989128577667,-0.00703617670884909
"MTG","Neuron","METAB","PFKM",0.55,0.00488009008401466,-0.000460835684406748,0.00534092576842141
"MTG","Neuron","METAB","PFKM",0.65,-0.00538149116389362,0.00421168838256942,-0.00959317954646304
"MTG","Neuron","METAB","PFKM",0.75,-0.00176347851348031,-0.00873837535305316,0.00697489683957284
"MTG","Neuron","METAB","PFKM",0.85,-0.0422758352871999,-0.00907363946783038,-0.0332021958193695
"MTG","Neuron","METAB","PFKM",0.95,-0.0703070166335167,-0.0280948576737624,-0.0422121589597543
"MTG","Neuron","METAB","ALDOA",0.15,0.121389079621189,0.0272832412669539,0.0941058383542352
"MTG","Neuron","METAB","ALDOA",0.25,0.0217843523670151,0.0130252377226261,0.008759114644389
"MTG","Neuron","METAB","ALDOA",0.35,0.0505160711061572,0.0141936681136249,0.0363224029925322
"MTG","Neuron","METAB","ALDOA",0.45,0.000779163848493956,-0.00285989128577667,0.00363905513427063
"MTG","Neuron","METAB","ALDOA",0.55,-0.0421716268032016,-0.000460835684406748,-0.0417107911187949
"MTG","Neuron","METAB","ALDOA",0.65,0.0227354797216742,0.00421168838256942,0.0185237913391048
"MTG","Neuron","METAB","ALDOA",0.75,-0.0277752316419031,-0.00873837535305316,-0.01903685628885
"MTG","Neuron","METAB","ALDOA",0.85,-0.0331503034939702,-0.00907363946783038,-0.0240766640261398
"MTG","Neuron","METAB","ALDOA",0.95,-0.0246577424850761,-0.0280948576737624,0.00343711518868631
"MTG","Neuron","METAB","ALDOC",0.15,0.0578968616989499,0.0272832412669539,0.030613620431996
"MTG","Neuron","METAB","ALDOC",0.25,0.0893455949692478,0.0130252377226261,0.0763203572466217
"MTG","Neuron","METAB","ALDOC",0.35,0.0491487616566441,0.0141936681136249,0.0349550935430192
"MTG","Neuron","METAB","ALDOC",0.45,0.00921000713892689,-0.00285989128577667,0.0120698984247036
"MTG","Neuron","METAB","ALDOC",0.55,-0.0821215739957132,-0.000460835684406748,-0.0816607383113064
"MTG","Neuron","METAB","ALDOC",0.65,0.0183791848034163,0.00421168838256942,0.0141674964208469
"MTG","Neuron","METAB","ALDOC",0.75,0.00469335754079175,-0.00873837535305316,0.0134317328938449
"MTG","Neuron","METAB","ALDOC",0.85,-0.0683111702429774,-0.00907363946783038,-0.059237530775147
"MTG","Neuron","METAB","ALDOC",0.95,-0.0487161742203448,-0.0280948576737624,-0.0206213165465824
"MTG","Neuron","METAB","ENO1",0.15,0.108092650926,0.0272832412669539,0.0808094096590457
"MTG","Neuron","METAB","ENO1",0.25,0.0252559377748117,0.0130252377226261,0.0122307000521857
"MTG","Neuron","METAB","ENO1",0.35,0.0719147743121662,0.0141936681136249,0.0577211061985413
"MTG","Neuron","METAB","ENO1",0.45,-0.0155811811930933,-0.00285989128577667,-0.0127212899073167
"MTG","Neuron","METAB","ENO1",0.55,-0.0842442569942016,-0.000460835684406748,-0.0837834213097948
"MTG","Neuron","METAB","ENO1",0.65,0.0371931703886832,0.00421168838256942,0.0329814820061138
"MTG","Neuron","METAB","ENO1",0.75,-0.0318666365927036,-0.00873837535305316,-0.0231282612396504
"MTG","Neuron","METAB","ENO1",0.85,-0.0451021590534134,-0.00907363946783038,-0.036028519585583
"MTG","Neuron","METAB","ENO1",0.95,0.0411022980959519,-0.0280948576737624,0.0691971557697143
"MTG","Neuron","METAB","ENO2",0.15,0.0830069155849489,0.0272832412669539,0.0557236743179949
"MTG","Neuron","METAB","ENO2",0.25,0.0677870805343479,0.0130252377226261,0.0547618428117218
"MTG","Neuron","METAB","ENO2",0.35,0.0848042136529696,0.0141936681136249,0.0706105455393447
"MTG","Neuron","METAB","ENO2",0.45,-0.0362493325955865,-0.00285989128577667,-0.0333894413098098
"MTG","Neuron","METAB","ENO2",0.55,-0.0417550996560659,-0.000460835684406748,-0.0412942639716591
"MTG","Neuron","METAB","ENO2",0.65,0.0155963321917396,0.00421168838256942,0.0113846438091701
"MTG","Neuron","METAB","ENO2",0.75,-0.0216061577965543,-0.00873837535305316,-0.0128677824435012
"MTG","Neuron","METAB","ENO2",0.85,-0.0614219768103671,-0.00907363946783038,-0.0523483373425367
"MTG","Neuron","METAB","ENO2",0.95,-0.0649328609294287,-0.0280948576737624,-0.0368380032556663
"MTG","Neuron","METAB","HK1",0.15,0.145778103359767,0.0272832412669539,0.118494862092813
"MTG","Neuron","METAB","HK1",0.25,0.0357106199622914,0.0130252377226261,0.0226853822396653
"MTG","Neuron","METAB","HK1",0.35,0.0772070060128308,0.0141936681136249,0.0630133378992059
"MTG","Neuron","METAB","HK1",0.45,0.00564646779693315,-0.00285989128577667,0.00850635908270982
"MTG","Neuron","METAB","HK1",0.55,0.0100877942680384,-0.000460835684406748,0.0105486299524452
"MTG","Neuron","METAB","HK1",0.65,0.0297106928954946,0.00421168838256942,0.0254990045129252
"MTG","Neuron","METAB","HK1",0.75,-0.0773684605575538,-0.00873837535305316,-0.0686300852045007
"MTG","Neuron","METAB","HK1",0.85,-0.0356429432314972,-0.00907363946783038,-0.0265693037636668
"MTG","Neuron","METAB","HK1",0.95,-0.0507668538074128,-0.0280948576737624,-0.0226719961336504
"MTG","Neuron","METAB","HK2",0.15,0.0540265059306706,0.0272832412669539,0.0267432646637167
"MTG","Neuron","METAB","HK2",0.25,0.00668656715337651,0.0130252377226261,-0.00633867056924956
"MTG","Neuron","METAB","HK2",0.35,0.0336656238296472,0.0141936681136249,0.0194719557160223
"MTG","Neuron","METAB","HK2",0.45,-0.0294902619664116,-0.00285989128577667,-0.0266303706806349
"MTG","Neuron","METAB","HK2",0.55,-0.00921275659297018,-0.000460835684406748,-0.00875192090856343
"MTG","Neuron","METAB","HK2",0.65,-0.00994864361430344,0.00421168838256942,-0.0141603319968729
"MTG","Neuron","METAB","HK2",0.75,-0.0209146111767964,-0.00873837535305316,-0.0121762358237433
"MTG","Neuron","METAB","HK2",0.85,-0.00476841700623367,-0.00907363946783038,0.00430522246159671
"MTG","Neuron","METAB","HK2",0.95,0.0182013499527455,-0.0280948576737624,0.0462962076265079
"MTG","Neuron","METAB","GPI",0.15,-0.0300047910794024,0.0272832412669539,-0.0572880323463563
"MTG","Neuron","METAB","GPI",0.25,-0.0243119941080239,0.0130252377226261,-0.03733723183065
"MTG","Neuron","METAB","GPI",0.35,0.0557283353757974,0.0141936681136249,0.0415346672621725
"MTG","Neuron","METAB","GPI",0.45,-0.0270407190666344,-0.00285989128577667,-0.0241808277808577
"MTG","Neuron","METAB","GPI",0.55,-0.00979471812900436,-0.000460835684406748,-0.00933388244459762
"MTG","Neuron","METAB","GPI",0.65,0.00689977205847706,0.00421168838256942,0.00268808367590764
"MTG","Neuron","METAB","GPI",0.75,-0.00803020187807798,-0.00873837535305316,0.000708173474975178
"MTG","Neuron","METAB","GPI",0.85,-0.0217809196185269,-0.00907363946783038,-0.0127072801506965
"MTG","Neuron","METAB","GPI",0.95,0.0715129503742283,-0.0280948576737624,0.0996078080479907
"MTG","Neuron","METAB","SLC2A1",0.15,0.074983994895873,0.0272832412669539,0.0477007536289191
"MTG","Neuron","METAB","SLC2A1",0.25,0.0291791864827196,0.0130252377226261,0.0161539487600935
"MTG","Neuron","METAB","SLC2A1",0.35,0.013712044236528,0.0141936681136249,-0.000481623877096982
"MTG","Neuron","METAB","SLC2A1",0.45,-0.0109049433183314,-0.00285989128577667,-0.00804505203255475
"MTG","Neuron","METAB","SLC2A1",0.55,0.000675698782276224,-0.000460835684406748,0.00113653446668297
"MTG","Neuron","METAB","SLC2A1",0.65,0.0157053948038708,0.00421168838256942,0.0114937064213013
"MTG","Neuron","METAB","SLC2A1",0.75,-0.0298680959948011,-0.00873837535305316,-0.0211297206417479
"MTG","Neuron","METAB","SLC2A1",0.85,-0.00994712100281266,-0.00907363946783038,-0.00087348153498228
"MTG","Neuron","METAB","SLC2A1",0.95,-0.0350890753419909,-0.0280948576737624,-0.00699421766822847
"MTG","Neuron","METAB","SLC2A3",0.15,0.569342820010373,0.0272832412669539,0.542059578743419
"MTG","Neuron","METAB","SLC2A3",0.25,-0.00149237478135307,0.0130252377226261,-0.0145176125039791
"MTG","Neuron","METAB","SLC2A3",0.35,0.0245884810359866,0.0141936681136249,0.0103948129223617
"MTG","Neuron","METAB","SLC2A3",0.45,-0.0609527096882205,-0.00285989128577667,-0.0580928184024438
"MTG","Neuron","METAB","SLC2A3",0.55,-0.0399043897072734,-0.000460835684406748,-0.0394435540228667
"MTG","Neuron","METAB","SLC2A3",0.65,-0.0619182317834096,0.00421168838256942,-0.0661299201659791
"MTG","Neuron","METAB","SLC2A3",0.75,-0.0338964187845267,-0.00873837535305316,-0.0251580434314736
"MTG","Neuron","METAB","SLC2A3",0.85,-0.0404903822431298,-0.00907363946783038,-0.0314167427752994
"MTG","Neuron","METAB","SLC2A3",0.95,0.0305412857973673,-0.0280948576737624,0.0586361434711297
"MTG","Neuron","METAB","PYGB",0.15,-0.0328233092815362,0.0272832412669539,-0.0601065505484901
"MTG","Neuron","METAB","PYGB",0.25,-0.0222578486523365,0.0130252377226261,-0.0352830863749626
"MTG","Neuron","METAB","PYGB",0.35,0.0718181497392148,0.0141936681136249,0.0576244816255899
"MTG","Neuron","METAB","PYGB",0.45,-0.0494091171125101,-0.00285989128577667,-0.0465492258267334
"MTG","Neuron","METAB","PYGB",0.55,0.0341024164243529,-0.000460835684406748,0.0345632521087596
"MTG","Neuron","METAB","PYGB",0.65,0.0599076235305725,0.00421168838256942,0.0556959351480031
"MTG","Neuron","METAB","PYGB",0.75,-0.0398663438160797,-0.00873837535305316,-0.0311279684630265
"MTG","Neuron","METAB","PYGB",0.85,-0.0136568945093917,-0.00907363946783038,-0.00458325504156133
"MTG","Neuron","METAB","PYGB",0.95,-0.0657247499866322,-0.0280948576737624,-0.0376298923128698
"MTG","Neuron","METAB","GYS1",0.15,-0.0324042724490278,0.0272832412669539,-0.0596875137159817
"MTG","Neuron","METAB","GYS1",0.25,0.00714404429786044,0.0130252377226261,-0.00588119342476563
"MTG","Neuron","METAB","GYS1",0.35,0.0419261093829741,0.0141936681136249,0.0277324412693492
"MTG","Neuron","METAB","GYS1",0.45,-0.0611087240052087,-0.00285989128577667,-0.058248832719432
"MTG","Neuron","METAB","GYS1",0.55,0.0352655363476361,-0.000460835684406748,0.0357263720320429
"MTG","Neuron","METAB","GYS1",0.65,-0.00668228494234064,0.00421168838256942,-0.0108939733249101
"MTG","Neuron","METAB","GYS1",0.75,-0.0259076445156333,-0.00873837535305316,-0.0171692691625801
"MTG","Neuron","METAB","GYS1",0.85,0.00721512886132423,-0.00907363946783038,0.0162887683291546
"MTG","Neuron","METAB","GYS1",0.95,-0.023510728637319,-0.0280948576737624,0.00458412903644345
"MTG","Neuron","METAB","GLUL",0.15,0.0298502528975061,0.0272832412669539,0.00256701163055215
"MTG","Neuron","METAB","GLUL",0.25,-0.00710175718937706,0.0130252377226261,-0.0201269949120031
"MTG","Neuron","METAB","GLUL",0.35,0.00726116232278921,0.0141936681136249,-0.00693250579083573
"MTG","Neuron","METAB","GLUL",0.45,-0.0507655452168167,-0.00285989128577667,-0.04790565393104
"MTG","Neuron","METAB","GLUL",0.55,-0.0231274854186951,-0.000460835684406748,-0.0226666497342884
"MTG","Neuron","METAB","GLUL",0.65,-0.00351950496714397,0.00421168838256942,-0.00773119334971339
"MTG","Neuron","METAB","GLUL",0.75,0.00447291056307621,-0.00873837535305316,0.0132112859161294
"MTG","Neuron","METAB","GLUL",0.85,-0.00719299016028954,-0.00907363946783038,0.00188064930754084
"MTG","Neuron","METAB","GLUL",0.95,0.0755150836041709,-0.0280948576737624,0.103609941277933
"MTG","Neuron","METAB","PDK1",0.15,0.0905917843725977,0.0272832412669539,0.0633085431056437
"MTG","Neuron","METAB","PDK1",0.25,0.00941681390990609,0.0130252377226261,-0.00360842381271998
"MTG","Neuron","METAB","PDK1",0.35,0.012316363621783,0.0141936681136249,-0.00187730449184197
"MTG","Neuron","METAB","PDK1",0.45,-0.00150409373122745,-0.00285989128577667,0.00135579755454922
"MTG","Neuron","METAB","PDK1",0.55,0.0214459041845962,-0.000460835684406748,0.021906739869003
"MTG","Neuron","METAB","PDK1",0.65,0.00659455237320846,0.00421168838256942,0.00238286399063904
"MTG","Neuron","METAB","PDK1",0.75,-0.0265264726817065,-0.00873837535305316,-0.0177880973286534
"MTG","Neuron","METAB","PDK1",0.85,-0.0324086969111704,-0.00907363946783038,-0.02333505744334
"MTG","Neuron","METAB","PDK1",0.95,0.0525191708475055,-0.0280948576737624,0.0806140285212679
"MTG","Oligo","HK","ACTB",0.15,-0.081399833980031,0.00402796155625545,-0.0854277955362865
"MTG","Oligo","HK","ACTB",0.25,-0.114056855029959,-6.26874683819561e-05,-0.113994167561577
"MTG","Oligo","HK","ACTB",0.35,0.0467930566816271,0.00187119487724954,0.0449218618043776
"MTG","Oligo","HK","ACTB",0.45,0.046011068872121,-0.0022924088729936,0.0483034777451146
"MTG","Oligo","HK","ACTB",0.55,-0.110924576036885,-0.00286025669154989,-0.108064319345335
"MTG","Oligo","HK","ACTB",0.65,0.0418449489013723,-0.00265789281679962,0.0445028417181719
"MTG","Oligo","HK","ACTB",0.75,0.0180515316459386,0.00220662583815988,0.0158449058077787
"MTG","Oligo","HK","ACTB",0.85,-0.00074937466754717,0.00217530279110393,-0.0029246774586511
"MTG","Oligo","HK","ACTB",0.95,0.0981018644133568,-0.00995870189087534,0.108060566304232
"MTG","Oligo","HK","GAPDH",0.15,-0.0264599016580516,0.00402796155625545,-0.0304878632143071
"MTG","Oligo","HK","GAPDH",0.25,0.000796614648910167,-6.26874683819561e-05,0.000859302117292124
"MTG","Oligo","HK","GAPDH",0.35,0.0399919947783164,0.00187119487724954,0.0381207999010669
"MTG","Oligo","HK","GAPDH",0.45,0.111125422954561,-0.0022924088729936,0.113417831827554
"MTG","Oligo","HK","GAPDH",0.55,-0.135557395605026,-0.00286025669154989,-0.132697138913476
"MTG","Oligo","HK","GAPDH",0.65,0.053738672919373,-0.00265789281679962,0.0563965657361727
"MTG","Oligo","HK","GAPDH",0.75,-0.0517076285189662,0.00220662583815988,-0.053914254357126
"MTG","Oligo","HK","GAPDH",0.85,0.0119821433184217,0.00217530279110393,0.00980684052731779
"MTG","Oligo","HK","GAPDH",0.95,-0.0659233422056006,-0.00995870189087534,-0.0559646403147252
"MTG","Oligo","HK","B2M",0.15,2.82039913950578e-05,0.00402796155625545,-0.00399975756486039
"MTG","Oligo","HK","B2M",0.25,-0.0331080760361835,-6.26874683819561e-05,-0.0330453885678015
"MTG","Oligo","HK","B2M",0.35,0.0131301575201916,0.00187119487724954,0.011258962642942
"MTG","Oligo","HK","B2M",0.45,-0.0529777689123204,-0.0022924088729936,-0.0506853600393268
"MTG","Oligo","HK","B2M",0.55,-0.150369791398906,-0.00286025669154989,-0.147509534707356
"MTG","Oligo","HK","B2M",0.65,-0.0170903169863528,-0.00265789281679962,-0.0144324241695532
"MTG","Oligo","HK","B2M",0.75,0.0605756478291555,0.00220662583815988,0.0583690219909956
"MTG","Oligo","HK","B2M",0.85,0.0388859529232804,0.00217530279110393,0.0367106501321764
"MTG","Oligo","HK","B2M",0.95,1.34081251635427e-05,-0.00995870189087534,0.00997211001603888
"MTG","Oligo","HK","PGK1",0.15,-0.0395634840890583,0.00402796155625545,-0.0435914456453137
"MTG","Oligo","HK","PGK1",0.25,-0.0158802465371583,-6.26874683819561e-05,-0.0158175590687763
"MTG","Oligo","HK","PGK1",0.35,0.0280613910320378,0.00187119487724954,0.0261901961547882
"MTG","Oligo","HK","PGK1",0.45,-0.0194619498335813,-0.0022924088729936,-0.0171695409605877
"MTG","Oligo","HK","PGK1",0.55,-0.0510579310629553,-0.00286025669154989,-0.0481976743714054
"MTG","Oligo","HK","PGK1",0.65,-0.0272409747629303,-0.00265789281679962,-0.0245830819461307
"MTG","Oligo","HK","PGK1",0.75,0.0206327473356595,0.00220662583815988,0.0184261214974997
"MTG","Oligo","HK","PGK1",0.85,-0.0193529964067074,0.00217530279110393,-0.0215282991978114
"MTG","Oligo","HK","PGK1",0.95,0.128696555498902,-0.00995870189087534,0.138655257389778
"MTG","Oligo","HK","TBP",0.15,0.029381074767533,0.00402796155625545,0.0253531132112775
"MTG","Oligo","HK","TBP",0.25,0.0245992642394825,-6.26874683819561e-05,0.0246619517078644
"MTG","Oligo","HK","TBP",0.35,0.0388711837271724,0.00187119487724954,0.0369999888499228
"MTG","Oligo","HK","TBP",0.45,0.00601171374392803,-0.0022924088729936,0.00830412261692163
"MTG","Oligo","HK","TBP",0.55,0.00422652998039758,-0.00286025669154989,0.00708678667194748
"MTG","Oligo","HK","TBP",0.65,-0.00047806474463575,-0.00265789281679962,0.00217982807216387
"MTG","Oligo","HK","TBP",0.75,-0.0334597316746323,0.00220662583815988,-0.0356663575127922
"MTG","Oligo","HK","TBP",0.85,-0.00338073881842187,0.00217530279110393,-0.00555604160952581
"MTG","Oligo","HK","TBP",0.95,-0.0703318591512388,-0.00995870189087534,-0.0603731572603635
"MTG","Oligo","HK","RPL13A",0.15,-0.0831520016512357,0.00402796155625545,-0.0871799632074911
"MTG","Oligo","HK","RPL13A",0.25,-0.0137244917312075,-6.26874683819561e-05,-0.0136618042628256
"MTG","Oligo","HK","RPL13A",0.35,-0.00667474285903301,0.00187119487724954,-0.00854593773628255
"MTG","Oligo","HK","RPL13A",0.45,0.0291360684820555,-0.0022924088729936,0.031428477355049
"MTG","Oligo","HK","RPL13A",0.55,-0.0339219069994893,-0.00286025669154989,-0.0310616503079394
"MTG","Oligo","HK","RPL13A",0.65,0.00707926455214441,-0.00265789281679962,0.00973715736894403
"MTG","Oligo","HK","RPL13A",0.75,-0.0524834621626181,0.00220662583815988,-0.054690088000778
"MTG","Oligo","HK","RPL13A",0.85,0.0795076371142996,0.00217530279110393,0.0773323343231956
"MTG","Oligo","HK","RPL13A",0.95,0.0242029191659014,-0.00995870189087534,0.0341616210567767
"MTG","Oligo","HK","HPRT1",0.15,-0.067363611677403,0.00402796155625545,-0.0713915732336584
"MTG","Oligo","HK","HPRT1",0.25,-0.0368430980635685,-6.26874683819561e-05,-0.0367804105951865
"MTG","Oligo","HK","HPRT1",0.35,-0.0169075855982888,0.00187119487724954,-0.0187787804755384
"MTG","Oligo","HK","HPRT1",0.45,-0.0404950665619731,-0.0022924088729936,-0.0382026576889795
"MTG","Oligo","HK","HPRT1",0.55,-0.00695585939949273,-0.00286025669154989,-0.00409560270794284
"MTG","Oligo","HK","HPRT1",0.65,-0.0599518676462738,-0.00265789281679962,-0.0572939748294742
"MTG","Oligo","HK","HPRT1",0.75,0.0811015357596921,0.00220662583815988,0.0788949099215323
"MTG","Oligo","HK","HPRT1",0.85,0.0352767788574081,0.00217530279110393,0.0331014760663042
"MTG","Oligo","HK","HPRT1",0.95,-0.0105753816659808,-0.00995870189087534,-0.000616679775105477
"MTG","Oligo","HK","PPIA",0.15,-0.0778980758422104,0.00402796155625545,-0.0819260373984658
"MTG","Oligo","HK","PPIA",0.25,-0.0233626865983871,-6.26874683819561e-05,-0.0232999991300051
"MTG","Oligo","HK","PPIA",0.35,0.00487639279416439,0.00187119487724954,0.00300519791691485
"MTG","Oligo","HK","PPIA",0.45,0.050067918558967,-0.0022924088729936,0.0523603274319605
"MTG","Oligo","HK","PPIA",0.55,-0.0341668524546014,-0.00286025669154989,-0.0313065957630515
"MTG","Oligo","HK","PPIA",0.65,-0.00687531887601911,-0.00265789281679962,-0.00421742605921948
"MTG","Oligo","HK","PPIA",0.75,0.0204893827177514,0.00220662583815988,0.0182827568795915
"MTG","Oligo","HK","PPIA",0.85,0.0199175275626739,0.00217530279110393,0.01774222477157
"MTG","Oligo","HK","PPIA",0.95,-0.0493382873594099,-0.00995870189087534,-0.0393795854685346
"MTG","Oligo","HK","YWHAZ",0.15,0.00102445193377036,0.00402796155625545,-0.00300350962248509
"MTG","Oligo","HK","YWHAZ",0.25,-0.0514643383709574,-6.26874683819561e-05,-0.0514016509025754
"MTG","Oligo","HK","YWHAZ",0.35,0.00187904119004225,0.00187119487724954,7.84631279270877e-06
"MTG","Oligo","HK","YWHAZ",0.45,0.00228793674993106,-0.0022924088729936,0.00458034562292466
"MTG","Oligo","HK","YWHAZ",0.55,-0.0631495026198477,-0.00286025669154989,-0.0602892459282978
"MTG","Oligo","HK","YWHAZ",0.65,-0.043709179852598,-0.00265789281679962,-0.0410512870357983
"MTG","Oligo","HK","YWHAZ",0.75,0.0773127173331922,0.00220662583815988,0.0751060914950323
"MTG","Oligo","HK","YWHAZ",0.85,-0.0124503046923619,0.00217530279110393,-0.0146256074834658
"MTG","Oligo","HK","YWHAZ",0.95,0.0504326145999523,-0.00995870189087534,0.0603913164908276
"MTG","Oligo","HK","SDHA",0.15,-0.0347075032417782,0.00402796155625545,-0.0387354647980337
"MTG","Oligo","HK","SDHA",0.25,-0.0278365802064222,-6.26874683819561e-05,-0.0277738927380403
"MTG","Oligo","HK","SDHA",0.35,-0.00943003990123217,0.00187119487724954,-0.0113012347784817
"MTG","Oligo","HK","SDHA",0.45,-0.0222853473751078,-0.0022924088729936,-0.0199929385021142
"MTG","Oligo","HK","SDHA",0.55,-0.0125528676643117,-0.00286025669154989,-0.00969261097276185
"MTG","Oligo","HK","SDHA",0.65,-0.0471288819425522,-0.00265789281679962,-0.0444709891257526
"MTG","Oligo","HK","SDHA",0.75,0.0509428551405371,0.00220662583815988,0.0487362293023772
"MTG","Oligo","HK","SDHA",0.85,0.0230669003400331,0.00217530279110393,0.0208915975489291
"MTG","Oligo","HK","SDHA",0.95,0.0176728889242227,-0.00995870189087534,0.027631590815098
"MTG","Oligo","HK","UBC",0.15,-0.0657212013787665,0.00402796155625545,-0.069749162935022
"MTG","Oligo","HK","UBC",0.25,-0.0329887566919603,-6.26874683819561e-05,-0.0329260692235784
"MTG","Oligo","HK","UBC",0.35,0.132876958078606,0.00187119487724954,0.131005763201357
"MTG","Oligo","HK","UBC",0.45,-0.0167299921257801,-0.0022924088729936,-0.0144375832527865
"MTG","Oligo","HK","UBC",0.55,-0.135553614047451,-0.00286025669154989,-0.132693357355901
"MTG","Oligo","HK","UBC",0.65,0.00574998566506953,-0.00265789281679962,0.00840787848186915
"MTG","Oligo","HK","UBC",0.75,-0.00673538659795423,0.00220662583815988,-0.00894201243611411
"MTG","Oligo","HK","UBC",0.85,-0.0343285573522104,0.00217530279110393,-0.0365038601433143
"MTG","Oligo","HK","UBC",0.95,0.0647127177649137,-0.00995870189087534,0.0746714196557891
"MTG","Oligo","HK","RPLP0",0.15,-0.056962292247356,0.00402796155625545,-0.0609902538036115
"MTG","Oligo","HK","RPLP0",0.25,-0.00330143826225533,-6.26874683819561e-05,-0.00323875079387337
"MTG","Oligo","HK","RPLP0",0.35,0.0886167260106294,0.00187119487724954,0.0867455311333798
"MTG","Oligo","HK","RPLP0",0.45,-0.0291023767250997,-0.0022924088729936,-0.0268099678521061
"MTG","Oligo","HK","RPLP0",0.55,-0.020175860088425,-0.00286025669154989,-0.0173156033968751
"MTG","Oligo","HK","RPLP0",0.65,0.0393342205505282,-0.00265789281679962,0.0419921133673278
"MTG","Oligo","HK","RPLP0",0.75,-0.0590080367491401,0.00220662583815988,-0.0612146625873
"MTG","Oligo","HK","RPLP0",0.85,0.0060855264626877,0.00217530279110393,0.00391022367158377
"MTG","Oligo","HK","RPLP0",0.95,-0.0302288180723863,-0.00995870189087534,-0.020270116181511
"MTG","Oligo","HK","GUSB",0.15,0.00212547880913955,0.00402796155625545,-0.00190248274711589
"MTG","Oligo","HK","GUSB",0.25,0.0123068469673784,-6.26874683819561e-05,0.0123695344357603
"MTG","Oligo","HK","GUSB",0.35,0.0159400860692812,0.00187119487724954,0.0140688911920317
"MTG","Oligo","HK","GUSB",0.45,-0.0287439915552642,-0.0022924088729936,-0.0264515826822706
"MTG","Oligo","HK","GUSB",0.55,-0.00681797056430159,-0.00286025669154989,-0.0039577138727517
